Plot,Clean Plot,True Genre,Predicted Genre
"Buchi Raju (Allari Naresh) is a salesman in Kalanikethan Mall. He lives with his uncle Abrakadabra Appa Rao (Krishna Bhagavaan), who is a magician. Buchi Raju happens to come across Maha Lakshmi (Sharmiela Mandre) one fine day and falls in love with her. Maha Lakshmi also responds to Buchi Babu and they fall in love.Maha Lakshmi’s father Subba Rao (M. S. Narayana) does not approve of this alliance as Buchi Raju is not a rich guy. To win Maha Lakshmi’s hand, Buchi Raju promises to earn a lot of money within 6 months and leaves.Through his uncle Appa Rao, he comes to know about a Bangkok businessman named Gottam Gopalakrishna (Ashish Vidyarthi) and a fortune that is waiting for him. Armed with this information, Buchi Raju decides to go to Bangkok to seek his money.What happens next? Will Buchi Raju succeed in his efforts? That forms the story of this film",buchi raju allari naresh salesman kalanikethan mall lives uncle abrakadabra appa rao krishna bhagavaan magician buchi raju happens across maha lakshmi sharmiela mandre fine day falls love maha lakshmi responds buchi babu fall love maha lakshmi s subba rao m s narayana approve alliance buchi raju rich guy win maha lakshmi s hand buchi raju promises earn lot money within months leaves uncle appa rao know bangkok businessman named gottam gopalakrishna ashish vidyarthi fortune waiting armed information buchi raju decides bangkok seek money happens buchi raju succeed efforts forms story film,action,romance
"Lady Caroline (Annie Esmond) invites engineer and part-time crime writer Peter Kerrigan (John Stuart) to Marsh Manor to solve a murder. Is the mysterious death of a librarian connected with the Claydon treasure, reputedly hidden on the estate a century earlier?",lady caroline annie esmond invites engineer part time crime writer peter kerrigan john stuart marsh manor solve murder mysterious death librarian connected claydon treasure reputedly hidden estate century earlier,crime,drama
"Georgia Byrd (Queen Latifah), an employee in the cookware department at Kragen's Department Store in New Orleans, is a shy, unassuming woman who longs to cook professionally, and who records her dreams of a better life in a journal labeled Possibilities. It is the Christmas holiday season. While flirting with a co-worker named Sean Williams (LL Cool J), she bumps her head on a cabinet door and is taken to the store's health center for a CAT scan. There she is told by company physician Dr. Gupta (Ranjit Chowdhry) she has several brain tumors resulting from a rare neurological disorder called Lampington's Disease. Since her HMO plan will not cover the exorbitant cost of an operation, Georgia resigns herself to the fact she has only a few weeks to live, quits her job, liquidates her assets, and sets off on a dream vacation at the deluxe Grandhotel Pupp in the spa city of Karlovy Vary in the Czech Republic. Free of inhibitions and determined to live life to the fullest, Georgia checks into the Presidential Suite, buys a designer wardrobe in expensive boutiques, makes extensive use of the hotel's spa facilities, attempts snowboarding and BASE jumping off a dam, enjoys succulent meals prepared by world-renowned Chef Didier (Gérard Depardieu), and wins a small fortune playing roulette in the casino. She impresses the hotel's staff, with the exception of cantankerous guest services manager Miss Gunther (Susan Kellermann), with her naive manner and forthright kindness, and mingles with some of the other guests, including Matthew Kragen (Timothy Hutton), a self-help guru and coincidentally the owner of the store where she works; his assistant/mistress Ms. Burns (Alicia Witt); pandering Senator Dillings (Giancarlo Esposito) from her home state of Louisiana; and prominent Congressman Stewart (Michael Nouri). Kragen is skeptical about Georgia's origins and suspects her of trying to sabotage his business, but the rest are charmed by her free spirit. When Kragen bribes Miss Gunther to dig up information about Georgia's background, she finds a letter Georgia has written providing instructions for the disposal of her remains after her death. Miss Gunther is moved by the letter and realizes Georgia's self-confidence and sunny optimism have touched everyone who has met her since her arrival. She confesses to Georgia she found the letter and urges her to return home and spend her last days with those she loves. Georgia takes Miss Gunther's advice and heads for the airport, only to discover an avalanche has blocked the road. Unbeknownst to her, Sean—having learned of her diagnosis and ready to acknowledge his feelings for her—is in a taxi on the other side of the snowdrift, trying to reach her at the hotel. Georgia returns to the hotel, and Sean starts across the snow on foot. At a New Year's Eve party that evening, Kragen exposes Georgia as a saleswoman in one of his stores. Georgia tells them that Kragen is right and reveals that she is going to die. Kragen's colleagues, disgusted by his insensitivity, embrace her and abandon him. Dejected and embarrassed, Kragen goes up to an upper floor of the hotel and sits on the ledge contemplating suicide. Georgia tries to persuade him to come down, suggesting if he were nicer and less driven and greedy, he would be a happier person. Sean arrives at the hotel and joins Georgia and Kragen on the ledge. In the lobby, Miss Gunther finds a fax from Dr. Gupta, in which he tells Georgia she was misdiagnosed due to X-rays generated by a broken, outdated CAT scanner. Miss Gunther rushes up to the ledge to announce the good news. Georgia and Sean return to New Orleans where they later get married and open a restaurant, which is visited by Chef Didier and Georgia's long-time inspiration Emeril Lagasse. An epilogue sequence shows that Ms. Burns, Ms. Gunther, Dr. Gupta, and Matthew Kragen have all made better lives for themselves and are now happy, with Georgia changing her Book of Possibilities into the Book of Realities.",georgia byrd queen latifah employee cookware department kragen department store orleans shy unassuming woman longs cook professionally records dreams better life journal labeled possibilities christmas holiday season flirting co worker named sean williams ll cool j bumps head cabinet door taken store health center cat scan told company physician dr gupta ranjit chowdhry several brain tumors resulting rare neurological disorder called lampington disease since hmo plan cover exorbitant cost operation georgia resigns herself fact few weeks live quits job liquidates assets sets dream vacation deluxe grandhotel pupp spa city karlovy vary czech republic free inhibitions determined live life fullest georgia checks presidential suite buys designer wardrobe expensive boutiques makes extensive use hotel spa facilities attempts snowboarding base jumping dam enjoys succulent meals prepared world renowned chef didier g rard depardieu wins small fortune playing roulette casino impresses hotel staff exception cantankerous guest services manager miss gunther susan kellermann naive manner forthright kindness mingles guests including matthew kragen timothy hutton self guru coincidentally owner store works assistant mistress ms burns alicia witt pandering senator dillings giancarlo esposito home state louisiana prominent congressman stewart michael nouri kragen skeptical georgia origins suspects trying sabotage business rest charmed free spirit kragen bribes miss gunther dig information georgia background letter georgia written providing instructions disposal remains death miss gunther moved letter realizes georgia self confidence sunny optimism touched everyone met since arrival confesses georgia found letter urges return home spend last days those loves georgia miss gunther advice heads airport discover avalanche blocked road unbeknownst sean learned diagnosis ready acknowledge feelings taxi side snowdrift trying reach hotel georgia returns hotel sean starts across snow foot year eve party evening kragen exposes georgia saleswoman stores georgia kragen right reveals going die kragen colleagues disgusted insensitivity embrace abandon dejected embarrassed kragen upper floor hotel sits ledge contemplating suicide georgia persuade suggesting were nicer less driven greedy would happier person sean arrives hotel joins georgia kragen ledge lobby miss gunther fax dr gupta georgia misdiagnosed due x rays generated broken outdated cat scanner miss gunther rushes ledge announce good news georgia sean return orleans married open restaurant visited chef didier georgia long time inspiration emeril lagasse epilogue sequence shows ms burns ms gunther dr gupta matthew kragen made better lives themselves happy georgia changing book possibilities book realities,romance,comedy
"Chandrabose (Mohanlal) whose wife's (Meera Jasmine) death has led him to become an alcoholic. Chandrabose likes to keep a low profile and lives a rather carefree life. When he comes to Kochi, he saves a young IT professional (Krish. J. Sathaar) out of committing suicide and joins in the firm passing out positive philosophy which takes the firm from a struggling start-up to the top, and makes an impression on Anu (Mamta Mohandas), Jyothi (Padmapriya) and Chinnu (Mithra Kurian).",chandrabose mohanlal whose wife meera jasmine death led become alcoholic chandrabose likes keep low profile lives rather carefree life kochi saves young professional krish j sathaar committing suicide joins firm passing positive philosophy firm struggling start top makes impression anu mamta mohandas jyothi padmapriya chinnu mithra kurian,comedy,drama
"Theresa provides her terminally-ill mother with a cannibis joint laced with poison, allowing her to commit assisted suicide. After her mother's death, she inherits her home in rural Northern California. Theresa's boyfriend, Nick, wants her to move elsewhere with him, but she insists on staying in her mother's house. Theresa returns to her job at a cannabis dispensary owned by her friend Keith, but is noticeably withdrawn. She attends a house party with Keith, and talks with Johnny, a mutual friend who is younger than both of them. One day while Theresa is working, a sick elderly man, Ed, comes into the shop to pick up the same poison-laced cannabis Theresa administered to her mother. Theresa gives him the cannabis and he leaves; aware that he is using it to commit suicide, Theresa experiences an emotional breakdown. Ed returns later in the evening, informing Theresa and Keith that the drug failed to work. In the middle of the night, Theresa receives a phone call from Keith. She meets him at a carwash, where he tells her that Johnny has died, and accuses her of accidentally selling Johnny the poison-laced cannabis intended for Ed. Her grief now compounded by guilt, Theresa's emotional state becomes increasingly fragile, and she begins retreating to the surrounding woods for hours at a time, causing strain on her relationship with Nick. Contemplating suicide, she prepares five individual joints laced with the poison, but at first cannot bring herself to smoke them. Later that night, she goes into the woods and works up the nerve to smoke one of the joints, but it does not kill her; she awakens the next morning with scratches on her legs. She smokes a second joint in the morning, and has visions of herself walking through the wilderness. Later, she smokes the third joint, which induces powerful hallucinations, but does not kill her. When she returns to consciousness, she finds that she has dismantled a wooden fence outside the house, but has no recollection of doing so. Later that night, Theresa meets with Keith at a local bar, and smokes a fourth joint. After, she drives to Ed's house and confesses to him how she inadvertently killed Johnny. After telling him the news, Ed dies in front of her. Upon returning home, she gets into a fight with Nick when she refuses to tell him where she has been. She eventually leaves and walks to Keith's house, visibly ill and vomiting. Keith, who perceives Theresa's guilt over the deaths of her mother and Johnny, suggests she confide in Nick. Theresa refutes the idea, and Keith threatens to call Nick on the phone. Theresa begins burning her fingertips on a hot clothes iron that Keith has left on. When he attempts to stop her, she attacks him, burning his face with the iron, and then beats him over the head with it numerous times, killing him. Covered in blood, Theresa wanders into the woods and smokes the last of the poison-laced joints. This induces numerous visions of the landscape, during which Theresa begins levitating, and ascends into the tree canopy.",theresa provides terminally ill mother cannibis joint laced poison allowing commit assisted suicide mother death inherits home rural northern california theresa boyfriend nick wants move elsewhere insists staying mother theresa returns job cannabis dispensary owned friend keith noticeably withdrawn attends party keith talks johnny mutual friend younger than day theresa working sick elderly ed shop pick same poison laced cannabis theresa administered mother theresa gives cannabis leaves aware using commit suicide theresa experiences emotional breakdown ed returns evening informing theresa keith drug failed work middle night theresa receives phone call keith meets carwash johnny died accuses accidentally selling johnny poison laced cannabis intended ed grief compounded guilt theresa emotional state increasingly fragile retreating surrounding woods hours time causing strain relationship nick contemplating suicide prepares five individual joints laced poison cannot bring herself smoke night woods works nerve smoke joints kill awakens morning scratches legs smokes second joint morning visions herself walking wilderness smokes third joint induces powerful hallucinations kill returns consciousness dismantled wooden fence outside recollection doing night theresa meets keith local bar smokes fourth joint drives ed confesses how inadvertently killed johnny telling news ed dies front upon returning home fight nick refuses tell leaves walks keith visibly ill vomiting keith perceives theresa guilt deaths mother johnny suggests confide nick theresa refutes idea keith threatens call nick phone theresa burning fingertips hot clothes iron keith left attempts stop attacks burning face iron beats head numerous times killing covered blood theresa wanders woods smokes last poison laced joints induces numerous visions landscape theresa levitating ascends tree canopy,drama,horror
"The story of this film revolves around two politicians from the same village. One of them is an elected MLA from Village constituency Narayan Wagh (Makarand Anaspure) and the other being his opponent Vishwasrao Tope(Sayaji Shinde), who has lost the election to Mr. Wagh by a narrow margin. But, Vishwasrao manages to get this nomination as MLC. So, to prove their supremacy, they indulge themselves in dirty politics, so as to turn the tables on each other. And, this clearly goes on to show how murky the politics is at the village level.",story film revolves around politicians same village elected mla village constituency narayan wagh makarand anaspure opponent vishwasrao tope sayaji shinde lost election mr wagh narrow margin vishwasrao manages nomination mlc prove supremacy indulge themselves dirty politics turn tables each clearly show how murky politics village level,comedy,action
"When Roshni and Sudeep take their nine-year-old daughter, Shivani to their ancestral home, little do they know what is in store for them? The twosome has some unanswered questions from the past, which now come back to haunt them. Their mistake is now threatening to take their only daughter away from them.[2]......",roshni sudeep nine year old daughter shivani ancestral home little do know store twosome unanswered questions past haunt mistake threatening daughter,horror,drama
"Professor Utonium creates a mixture of sugar, spice, and everything nice in hope of producing the perfect little girl to improve Townsville, a city plagued by crime and injustice. He is shoved by his laboratory assistant, the destructive chimpanzee Jojo, causing him to accidentally break and spill a flask of Chemical X into the concoction, which explodes in Jojo's face. The experiment is successful, producing three little girls whom the Professor names Blossom, Bubbles, and Buttercup. He also discovers that the girls have gained superpowers from the added Chemical X. Despite the girls' recklessness with their powers, they all immediately grow to love each other as a family. During their first day of school, the girls learn about the game tag and begin to play among themselves, which quickly grows destructive once they use their powers. The girls take their game downtown, accidentally causing massive damage to the city until the Professor calms them down. The next day, the girls are treated as outcasts by the citizens of Townsville as a result of the destruction they have caused, and the Professor is arrested for creating the girls. Realizing that using their powers again will only anger the townspeople more, the girls try to make their way home from school on foot. They become lost in an alleyway and are ambushed by the Gangreen Gang, only to be rescued by Jojo, whose brain has been mutated by the Chemical X explosion, giving him superintelligence. Planning control of the city, Jojo gains the girls' sympathy by saying he is also hated for his powers. Jojo convinces the girls to help him build a laboratory and machine powered by Chemical X, which he claims will earn them the affections of the city. Jojo rewards the girls with a trip to the local zoo, where he secretly implants small transportation devices on all the primates there. That night, Jojo transports the primates into his lab and uses his new machine to inject them with Chemical X, turning them into evil mutant primates like himself. The next morning, after the Professor is released from prison, the girls show him all the good they have done, only to discover the city under attack by the primates. Jojo, renaming himself Mojo Jojo, publicly announces the girls as his assistants, which further damages their reputation and even turns the distraught Professor against them. Dejected, the girls exile themselves to an asteroid in outer space. Mojo Jojo announces his intention to rule the planet, but becomes frustrated when his minions begin concocting their own plans to terrorize the people of Townsville. Overhearing the turmoil from space, the girls return to Earth and rescue the citizens, realizing they can use their powers to fight the primates. With his army defeated, Mojo injects himself with Chemical X and grows into a giant monster, overpowering the girls after an intense battle. Rejecting Mojo's offer of alliance against the people who have shunned them, the girls push him off a decrepit skyscraper as soon as the Professor arrives with an antidote for Chemical X to help the girls. Mojo lands on the Antidote X, which shrinks him down to his original size, battered and defeated. The girls consider using the Antidote X to erase their powers, thinking they would be accepted as normal girls. The people of Townsville protest, apologizing for misjudging the girls and thanking them for their heroic deeds. At the insistence of the Mayor, the girls agree to use their powers to defend Townsville with the Professor's permission, becoming the city's beloved crime-fighting superhero team who are dubbed the Powerpuff Girls.",professor utonium creates mixture sugar spice everything nice hope producing perfect little girl improve townsville city plagued crime injustice shoved laboratory assistant destructive chimpanzee jojo causing accidentally break spill flask chemical x concoction explodes jojo face experiment successful producing three little girls whom professor names blossom bubbles buttercup discovers girls gained superpowers added chemical x despite girls recklessness powers immediately grow love each family day school girls learn game tag begin play among themselves quickly grows destructive once use powers girls game downtown accidentally causing massive damage city until professor calms day girls treated outcasts citizens townsville result destruction caused professor arrested creating girls realizing using powers anger townspeople girls try home school foot become lost alleyway ambushed gangreen gang rescued jojo whose brain mutated chemical x explosion giving superintelligence planning control city jojo gains girls sympathy saying hated powers jojo convinces girls build laboratory machine powered chemical x claims earn affections city jojo rewards girls trip local zoo secretly implants small transportation devices primates night jojo transports primates lab uses machine inject chemical x turning evil mutant primates like morning professor released prison girls show good done discover city under attack primates jojo renaming mojo jojo publicly announces girls assistants further damages reputation even turns distraught professor against dejected girls exile themselves asteroid outer space mojo jojo announces intention rule planet frustrated minions begin concocting plans terrorize people townsville overhearing turmoil space girls return earth rescue citizens realizing use powers fight primates army defeated mojo injects chemical x grows giant monster overpowering girls intense battle rejecting mojo offer alliance against people shunned girls push decrepit skyscraper professor arrives antidote chemical x girls mojo lands antidote x shrinks original size battered defeated girls consider using antidote x erase powers thinking would accepted normal girls people townsville protest apologizing misjudging girls thanking heroic deeds insistence mayor girls agree use powers defend townsville professor permission becoming city beloved crime fighting superhero team dubbed powerpuff girls,animation,horror
"Daffy Duck and Porky Pig work in the hotel business on the western frontier. At the start of the cartoon we see Daffy sweeping the floor, and exclaiming his dissatisfaction for his job. When Porky calls Daffy over, and gives him a new broom as a present, Daffy throws his hat on the floor in disgust and quits the job. Daffy then proceeds to build his own hotel business directly across the way from Porky. Porky looks on, exclaiming all that because he gave Daffy a present. Daffy does everything he can to persuade business to his new establishment, hanging signs reading 'Free Lunch', 'Free TV', 'We Give Plaid Stamps' and 'Western Spoken Here'. After Porky wishes Daffy luck, he spots a customer whom he hastily invites to his newly built establishment. Upon his arrival to the hotel, Daffy tries to take the gentleman's order, but is instead robbed. Despite Daffy's many attempts at wooing customers with his free advertisements, Porky's establishment is receiving all the business. Daffy wonders what Porky has that he doesn't, so he wanders over to take a peek. Daffy sees a (live action) vaudeville show. Determined to fight fire with fire, Daffy goes back to his hotel dressed up as a girl and then dances/lip-syncs to a record playing The Latin Quarter (from the 1938 Warner Brothers musical, Gold Diggers in Paris) on the front porch to sway potential customers away from Porky's establishment. This works well until the record starts skipping and the bystanders realize what's going on. Insulted by Daffy's deceptive marketing ploy, they all throw fruits and vegetables at him. Daffy then attempts to join forces with Porky and asks him to be partners. When Porky replies by telling Daffy he has all the business he needs, Daffy menaces him with a gun, but accidentally shoots himself instead, and then decides to destroy Porky's business by force. First, Daffy tries to drop a boulder off a cliff onto Porky's hotel; this backfires when the boulder misses, bounces, and crushes Daffy's hotel (which makes Daffy's head transform to a braying donkey's). Daffy then decides to dress up like a woman, in order to place explosives under the floor boards of Porky's hotel; however, while Porky leaves the hotel to attend to the lady, the explosives go off, and we see that Porky has struck oil. We then see that Porky's hotel is destroyed (as it was on top of the oil gusher) and closed, with a sign posted reading moved to a new location. The camera pans over to Porky's new and improved five-star hotel, in which Daffy now works for Porky again. Porky offers Daffy the chance to 'clean up', and gives him his own office. When he opens the door to his office, several brooms and mops fall out of the closet. Daffy then picks up a 'janitor' hat and puts it on.",daffy duck porky pig work hotel business western frontier start cartoon we see daffy sweeping floor exclaiming dissatisfaction job porky calls daffy gives broom present daffy throws hat floor disgust quits job daffy proceeds build hotel business directly across porky porky looks exclaiming gave daffy present daffy everything persuade business establishment hanging signs reading free lunch free tv we give plaid stamps western spoken here porky wishes daffy luck spots customer whom hastily invites newly built establishment upon arrival hotel daffy gentleman order instead robbed despite daffy many attempts wooing customers free advertisements porky establishment receiving business daffy wonders porky wanders peek daffy sees live action vaudeville show determined fight fire fire daffy hotel dressed girl dances lip syncs record playing latin quarter warner brothers musical gold diggers paris front porch sway potential customers porky establishment works well until record starts skipping bystanders realize going insulted daffy deceptive marketing ploy throw fruits vegetables daffy attempts join forces porky partners porky replies telling daffy business needs daffy menaces gun accidentally shoots instead decides destroy porky business force daffy drop boulder cliff onto porky hotel backfires boulder misses bounces crushes daffy hotel makes daffy head transform braying donkey daffy decides dress like woman order place explosives under floor boards porky hotel porky leaves hotel attend lady explosives we see porky struck oil we see porky hotel destroyed top oil gusher closed sign posted reading moved location camera pans porky improved five star hotel daffy works porky porky offers daffy chance clean gives office opens door office several brooms mops fall closet daffy picks janitor hat puts,animation,comedy
"John J. J. Johnson is a rookie deputy sheriff in the Los Angeles Sheriff's Department. Because of his inexperience and race, he experiences tension with his white colleagues as their first black deputy. Although he initially clashes with Deputy Deborah Fields, the department's first female deputy, they strike up a friendship. While on patrol, Johnson backs up Deputy Bono when he stops a black man, Teddy Woods, at a gas station. When Bono runs Woods' drivers license, he finds a warrant for his arrest. Woods reveals he has a stolen pistol in his car, and the police officers arrest him. Deputy Fields is the second deputy to the scene of a murder, but Detectives Baker and Hall dismiss her observations. Mr. Greenspan says a black man murdered his wife in a botched robbery, and the detectives pressure Woods to confess after they trace his stolen pistol to the murder. Woods defiantly proclaims his innocence, frustrating his lawyer, James Locket, who advises him to show less attitude in court. At the same time, community activist Reverend Banks raises awareness of the death of a black prisoner whom he believes to have been murdered by the police while in custody. Johnson dismisses the concerns of his family and girlfriend, saying there is no evidence of this. While coaching Bono on what to say at the trial, Johnson's commander, Clarence Massey, learns that Bono stopped Woods because of his race. Frustrated, Massey instructs him to come up with a better excuse. Bono suggests a traffic violation and later requests that Johnson back him up. Johnson agrees, and Massey praises him for his loyalty and dependability while chastising Fields for her refusal to fit in better. At the trial, Locket points out holes in the police testimony, making Johnson wonder if he made the right decision. Fields joins Johnson in investigating what really happened. With help from a whistleblower, they discover numerous cover-ups that involve Baker, Hall, and Massey. As the trial progresses and Greenspan's testimony proves problematic, Massey has Baker murder Greenspan to prevent him from becoming a liability. Hall, sick from cancer, dies at the station. Tensions rise as Johnson and Fields continue pursuing their own investigation, and they become further paranoid when Johnson insists they were intentionally given faulty intelligence during a drug raid. After Fields is hospitalized following an assault, Johnson and Baker come to blows. Massey breaks them up and temporarily places Johnson in a jail cell. When released, he delivers incriminating evidence to Locket that implicates Baker in various crimes, including the murder of the black prisoner and framing Woods. The jury can not reach a verdict. Facing a widespread investigation of police corruption that goes to the city council and mayor's office, the district attorney offers to drop the charges against Woods. Locket, with the reluctant backing of a city councilman, instead pushes for a new trial, which the judge accepts. Bono turns state's evidence and testifies against Johnson, admitting that the two committed perjury. Caught up in the probe, Johnson pleads guilty and receives a suspended sentence. After the sheriff's department is disbanded, Massey retires, Baker is sentenced to four years and is in an honor prison while appealing. The unit is disbanded and the other officers including Bono are reassigned.",john j j johnson rookie deputy sheriff los angeles sheriff department inexperience race experiences tension white colleagues black deputy although initially clashes deputy deborah fields department female deputy strike friendship patrol johnson backs deputy bono stops black teddy woods gas station bono runs woods drivers license warrant arrest woods reveals stolen pistol car police officers arrest deputy fields second deputy scene murder detectives baker hall dismiss observations mr greenspan says black murdered wife botched robbery detectives pressure woods confess trace stolen pistol murder woods defiantly proclaims innocence frustrating lawyer james locket advises show less attitude court same time community activist reverend banks raises awareness death black prisoner whom believes murdered police custody johnson dismisses concerns family girlfriend saying evidence coaching bono say trial johnson commander clarence massey learns bono stopped woods race frustrated massey instructs better excuse bono suggests traffic violation requests johnson johnson agrees massey praises loyalty dependability chastising fields refusal fit better trial locket points holes police testimony making johnson wonder made right decision fields joins johnson investigating really happened whistleblower discover numerous cover ups involve baker hall massey trial progresses greenspan testimony proves problematic massey baker murder greenspan prevent becoming liability hall sick cancer dies station tensions rise johnson fields continue pursuing investigation become further paranoid johnson insists were intentionally given faulty intelligence drug raid fields hospitalized following assault johnson baker blows massey breaks temporarily places johnson jail cell released delivers incriminating evidence locket implicates baker various crimes including murder black prisoner framing woods jury reach verdict facing widespread investigation police corruption city council mayor office district attorney offers drop charges against woods locket reluctant backing city councilman instead pushes trial judge accepts bono turns state evidence testifies against johnson admitting committed perjury caught probe johnson pleads guilty receives suspended sentence sheriff department disbanded massey retires baker sentenced four years honor prison appealing unit disbanded officers including bono reassigned,drama,crime
A respectable doctor discovers that his father has set up a less than reputable medical firm.,respectable doctor discovers set less than reputable medical firm,comedy,drama
"In 1828 Edinburgh, Scotland, Dr. Knox (Peter Cushing) is a highly skilled anatomist who draws large crowds of medical students to his lectures on the human body. Though he is constantly at odds with his stuffy, backwards colleagues, he is highly venerated by his students and believes his duty is to push the medical profession forward. Unfortunately, due to the laws of the time very few cadavers are legally available to the medical profession, necessitating the use of graverobbers or Resurrection men to procure additional specimens. Dr. Knox's assistant Dr. Mitchell (Dermot Walsh) and a young student named Jackson (John Cairney) and are given the task of buying the bodies, which are worth a small fortune... especially when fresh. Meanwhile, drunken miscreants William Burke (George Rose) and William Hare (Donald Pleasence) discover that a lodger at Burke's boarding house has died still owing £4 in rent. When they find that the body can make them a handsome profit, they begin a career of murdering locals and selling them to the medical school. When Jackson goes to a local tavern to give Burke and Hare their pay, he becomes involved with tempestuous local prostitute Mary Patterson (Billie Whitelaw), who is also well-known to the killers. Over time, Jackson and Mitchell begin to suspect that the bodies supplied by Burke and Hare are victims of foul play. Despite their concerns, Dr. Knox dismisses any attempt at going to the police. When Jackson's new girlfriend Mary becomes their latest victim, Jackson discovers her body in the lecture room and he too is killed when he confronts the murderous duo. When they murder a well-known mentally ill youth (Melvyn Hayes), however, they quickly become murder suspects and are caught by an angry mob. Hare agrees to turn King's Evidence against his former partner and is set free, though vindictive locals catch him and burn out his eyes. Burke is executed by hanging, still complaining that Dr. Knox never paid him for the final body. Knox, for his part in the killings, is the object of widespread public outrage, but ultimately not punished or censured by his colleagues (to whom Dr. Mitchell eloquently defends him). Though he is free to continue lecturing, he ultimately feels guilt over his part in the horrors, admitting to his devoted niece Martha (June Laverick) that the murder victims seemed so small in my scheme of things. But I knew how they died. The film ends with Knox, who assumes his lectures will now be empty, instead finding himself greeted with applause from a packed hall of students. Apparently a changed man, he begins his lecture with the Hippocratic Oath which includes the promise to never do harm to anyone.",edinburgh scotland dr knox peter cushing highly skilled anatomist draws large crowds medical students lectures human body though constantly odds stuffy backwards colleagues highly venerated students believes duty push medical profession forward unfortunately due laws time very few cadavers legally available medical profession necessitating use graverobbers or resurrection men procure additional specimens dr knox assistant dr mitchell dermot walsh young student named jackson john cairney given task buying bodies worth small fortune especially fresh drunken miscreants william burke george rose william hare donald pleasence discover lodger burke boarding died owing rent find body handsome profit begin career murdering locals selling medical school jackson local tavern give burke hare pay involved tempestuous local prostitute mary patterson billie whitelaw well known killers time jackson mitchell begin suspect bodies supplied burke hare victims foul play despite concerns dr knox dismisses any attempt going police jackson girlfriend mary latest victim jackson discovers body lecture room too killed confronts murderous duo murder well known mentally ill youth melvyn hayes quickly become murder suspects caught angry mob hare agrees turn king evidence against former partner set free though vindictive locals catch burn eyes burke executed hanging complaining dr knox never paid final body knox part killings object widespread public outrage ultimately punished or censured colleagues whom dr mitchell eloquently defends though free continue lecturing ultimately feels guilt part horrors admitting devoted niece martha june laverick murder victims seemed small my scheme things i knew how died film ends knox assumes lectures empty instead finding greeted applause packed hall students apparently changed lecture hippocratic oath includes promise never do harm anyone,horror,drama
"Şahin K. is a wealthy and famous (or, rather, infamous) man who is discontented with his life. All he wants is to leave behind his past in Germany, wipe the slate clean and start leading a normal, low profile life in the southwest coastal town of Bodrum. In the meantime, he is also trying to win back his estranged son, who turned his back on him years ago because of his infamous career. However, as Şahin K. strives to win back his son, he unwillingly becomes a local hero to whom the entire town turns to get their problems solved.",ahin k wealthy famous or rather infamous discontented life wants leave behind past germany wipe slate clean start leading normal low profile life southwest coastal town bodrum meantime trying win estranged son turned years ago infamous career ahin k strives win son unwillingly local hero whom entire town turns problems solved,comedy,drama
